1000.004805, 0.0000 
1000.012841, 0.0000 
1000.020876, 0.0000 
1000.028912, 0.0000 
1000.036948, 0.0000 
1000.044984, 0.0000 
1000.053020, 0.0000 
1000.061056, 0.0000 
1000.069092, 0.0000 
1000.077129, 0.0000 
1000.085166, 0.0000 
1000.093202, 0.0000 
1000.101239, 0.0000 
1000.109276, 0.0000 
1000.117313, 0.0000 
1000.125351, 0.0000 
1000.133388, 0.0000 
1000.141425, 0.0000 
1000.149463, 0.0000 
1000.157501, 0.0000 
1000.165539, 0.0000 
1000.173577, 0.0000 
1000.181615, 0.0000 
1000.189653, 0.0000 
1000.197692, 0.0000 
1000.205730, 0.0000 
1000.213769, 0.0000 
1000.221808, 0.0000 
1000.229847, 0.0000 
1000.237886, 0.0000 
1000.245925, 0.0000 
1000.253964, 0.0000 
1000.262004, 0.0000 
1000.270043, 0.0000 
1000.278083, 0.0000 
1000.286123, 0.0000 
1000.294163, 0.0000 
1000.302203, 0.0000 
1000.310243, 0.0000 
1000.318284, 0.0000 
1000.326324, 0.0000 
1000.334365, 0.0000 
1000.342406, 0.0000 
1000.350447, 0.0000 
1000.358488, 0.0000 
1000.366529, 0.0000 
1000.374570, 0.0000 
1000.382611, 0.0000 
1000.390653, 0.0000 
1000.398695, 0.0000 
1000.406736, 0.0000 
1000.414778, 0.0000 
1000.422820, 0.0000 
1000.430862, 0.0000 
1000.438905, 0.0000 
1000.446947, 0.0000 
1000.454990, 0.0000 
1000.463032, 0.0000 
1000.471075, 0.0000 
1000.479118, 0.0000 
1000.487161, 0.0000 
1000.495205, 0.0000 
1000.503248, 0.0000 
1000.511291, 0.0000 
1000.519335, 0.0000 
1000.527379, 0.0000 
1000.535423, 0.0000 
1000.543467, 0.0000 
1000.551511, 0.0000 
1000.559555, 0.0000 
1000.567599, 0.0000 
1000.575644, 0.0000 
1000.583688, 0.0000 
1000.591733, 0.0000 
1000.599778, 0.0000 
1000.607823, 0.0000 
1000.615868, 0.0000 
1000.623914, 0.0000 
1000.631959, 0.0000 
1000.640004, 0.0000 
1000.648050, 0.0000 
1000.656096, 0.0000 
1000.664142, 0.0000 
1000.672188, 0.0000 
1000.680234, 0.0000 
1000.688280, 0.0000 
1000.696327, 0.0000 
1000.704373, 0.0000 
1000.712420, 0.0000 
1000.720467, 0.0000 
1000.728514, 0.0000 
1000.736561, 0.0000 
1000.744608, 0.0000 
1000.752656, 0.0000 
